timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10005;9
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10006;11
400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10006;12
500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10006;12
700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
700;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10006;12
1000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10003;7
1600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10007;8
1700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
2300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
2500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;8
2500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10008;9
4800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10007;3
6000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;2
7200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10012;8
7800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
8000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
13400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10016;8
13800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10016;3
15000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;3
15100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;5
15900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
20000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10013;8
21800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;8
23800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;7
24000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;6
24900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
29800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10010;8
