run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
1,292.28306961204015,146.3836021864028,2252.5436042585716,225.25436042585716,225.25436042585716,450.5087208517143,0.467,-3120.671366076128,-5137.488090795083,-8933.087354630465,4922.166355575866,-19.784066995572687,-487.88477190699183,-288.44481551230757,79.93591120176944,-288.44481551230757,-713.1391323328489,292.28306961204015,"{""AC"": -115, ""AC_35_P"": 29, ""AC_40_BP"": -37, ""AC_45_KO"": -320, ""AC_50_C"": 36, ""AC_50_CO"": 3, ""AC_50_C_2"": 35, ""AC_50_P_2"": 3, ""AC_60_C"": 36}",-115,-320,-37,3,35,3,29,0,0,0,36,36
2,354.4251811340428,109.6955759213331,3178.779916825378,317.8779916825378,317.8779916825378,635.7559833650756,0.487,-4365.935640978392,-7273.832296274491,-12726.044487240542,6882.568311641076,-82.16838296379643,-737.0587291105553,-459.4041608539849,56.65890116448874,-459.4041608539849,-1054.9367207930932,354.4251811340428,"{""AC"": -140, ""AC_35_P"": 43, ""AC_40_BP"": -50, ""AC_40_P"": 13, ""AC_45_KO"": -270, ""AC_50_C"": 31, ""AC_50_CO"": 11, ""AC_50_C_2"": 23, ""AC_60_C"": 50}",-140,-270,-50,11,23,0,43,13,0,0,31,50
3,399.60776169501406,694.0365218205482,5097.301053120876,509.7301053120876,509.7301053120876,1019.4602106241751,0.437,-8134.70290226215,-14901.206222001441,-27798.95271953169,9346.237999814508,-413.862528531201,-1634.0679638705235,-1075.4627263003524,-134.55990974611535,-1075.4627263003524,-2143.798069182611,399.60776169501406,"{""AC"": -200, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 25, ""AC_50_CO"": 16, ""AC_50_C_2"": 43, ""AC_50_P"": -3, ""AC_60_C"": 50}",-200,-490,-50,16,43,0,50,0,0,-3,25,50
4,19.39648906761574,848.1093560665939,2730.265789438411,273.0265789438411,273.0265789438411,546.0531578876822,0.3345,-5202.370346712444,-11289.991055379978,-19974.60893839412,3071.8371990325004,-500.84054560362875,-1281.1960976104954,-897.4723524111713,-308.9786730039668,-897.4723524111713,-1554.2226765543364,19.39648906761574,"{""AC"": -75, ""AC_40_BP"": -24, ""AC_40_P"": 4, ""AC_45_KO"": -60, ""AC_45_P"": -5, ""AC_50_CO"": -17, ""AC_50_C_2"": -2, ""AC_50_P_2"": 13, ""AC_60_C"": 22}",-75,-60,-24,-17,-2,13,0,4,-5,0,0,22
5,283.805762606719,-31.70030458823817,1782.2769737836918,178.2276973783692,178.2276973783692,356.4553947567384,0.5105,-2203.370108914399,-3214.5533970234333,-5798.547939136463,4375.64223944287,63.46875171527904,-267.0367646218808,-135.81360241962545,129.08033281640672,-135.81360241962545,-445.26446200025,283.805762606719,"{""AC"": -105, ""AC_35_P"": 50, ""AC_40_BP"": -44, ""AC_45_KO"": -240, ""AC_45_P"": -10, ""AC_50_C"": 50, ""AC_50_CO"": -2, ""AC_50_C_2"": 29, ""AC_60_C"": 32}",-105,-240,-44,-2,29,0,50,0,-10,0,50,32
6,152.82447723419492,-172.52030462004944,1002.650005499412,100.2650005499412,100.2650005499412,200.5300010998824,0.555,-1053.2965196266157,-2324.4926611917085,-3388.9534196814766,2568.752205263244,47.494825271533344,-110.499652672459,-55.302500984768024,75.09340111537884,-55.302500984768024,-210.76465322240023,152.82447723419492,"{""AC_35_P"": 9, ""AC_40_BP"": -47, ""AC_40_P"": 15, ""AC_45_KO"": -320, ""AC_45_P"": 12, ""AC_50_CO"": 3, ""AC_50_C_2"": -10, ""AC_50_P"": 46}",0,-320,-47,3,-10,0,9,15,12,46,0,0
7,202.96723798031215,-69.02295005800265,1906.334923586853,190.6334923586853,190.6334923586853,381.2669847173706,0.5185,-2570.736902095334,-4644.7903077015635,-7728.900315907766,4411.766651101485,-54.10645222922122,-439.7169875435213,-277.96004351333056,26.772019785874143,-277.96004351333056,-630.3504799022066,202.96723798031215,"{""AC"": -30, ""AC_35_P"": 47, ""AC_40_BP"": -20, ""AC_40_P"": 27, ""AC_45_KO"": -210, ""AC_50_C"": -11, ""AC_50_CO"": 16, ""AC_50_P"": 2, ""AC_50_P_2"": 18}",-30,-210,-20,16,0,18,47,27,0,2,-11,0
8,289.3056641550089,749.7386918975653,4565.2959189921385,456.52959189921387,456.52959189921387,913.0591837984277,0.433,-7565.722976921939,-14611.89083512068,-26684.989658618564,7803.956676656562,-467.26663353718504,-1602.125080075476,-1073.8175783328888,-203.11288266589153,-1073.8175783328888,-2058.65467197469,289.3056641550089,"{""AC"": -180, ""AC_35_P"": 27, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 46, ""AC_50_CO"": 7, ""AC_50_C_2"": 22, ""AC_50_P"": -2, ""AC_60_C"": 28}",-180,-490,-50,7,22,0,27,0,0,-2,46,28
9,-273.92633797813824,-84.5643152506529,1430.3142585703315,143.03142585703316,143.03142585703316,286.0628517140663,0.5265,-2131.9643869139445,-6215.80298350923,-12350.508850532187,1363.9205069483878,-487.1227766695327,-806.9174347066244,-665.2367089437465,-416.2824137880937,-665.2367089437465,-949.9488605636575,-273.92633797813824,"{""AC"": 35, ""AC_40_BP"": -7, ""AC_40_P"": -35, ""AC_45_KO"": -180, ""AC_45_P"": -10, ""AC_50_C"": -38, ""AC_50_CO"": -4, ""AC_50_C_2"": -10, ""AC_60_C"": -39}",35,-180,-7,-4,-10,0,0,-35,-10,0,-38,-39
10,16.282972405428378,-694.3792639183052,2056.1639976398046,205.61639976398047,205.61639976398047,411.23279952796094,0.6345,-1728.702163527295,-1880.562413102789,-1967.3732091022007,14445.931526379209,-156.58724394730112,-415.89256847639535,-345.83055200565605,-121.55623571193149,-345.83055200565605,-621.5089682403758,16.282972405428378,"{""AC"": 30, ""AC_35_P"": 40, ""AC_40_BP"": 1, ""AC_45_KO"": -10, ""AC_45_P"": -50, ""AC_50_CO"": 11, ""AC_50_C_2"": 17, ""AC_50_P"": -4, ""AC_60_C"": 4}",30,-10,1,11,17,0,40,0,-50,-4,0,4
