timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;10
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
1000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
1800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12008;10
2600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12009;9
3400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12010;9
3600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
3800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;2
7400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10009;8
8000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
8600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
9300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
9700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
11700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10010;8
12500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
16400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10009;8
16800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10008;8
17400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
17700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
18200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
19700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
22500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
23200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
23600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
23600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
24000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;3
24100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
24600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
26300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
29200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
30100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
31200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
31500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;8
32800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
33300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
33800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
35100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
37300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
37900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
38800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
39000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
40100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
40500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
41900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
43200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;7
46300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
50100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9991;8
50900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
51000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
52100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;5
52500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
53400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
56500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;8
58200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
59500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
61000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
62200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
62300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
62800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
63300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
64200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
65300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
66300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
67300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
68000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
70300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
70700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
71300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;8
74000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
74100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
74800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
76000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;4
77000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;4
78400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
79200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
79400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;4
79600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
80100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;4
80200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
81400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;2
83200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10005;8
87200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9991;8
88800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;10
89000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
92000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
92400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
95500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9993;8
95900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;3
96400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
