timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;10
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;9
400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;11
500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;8
900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11007;10
1300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11007;12
2200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11008;11
2800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;10
3000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10999;8
4000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11010;1
5200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
6100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
6200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
9000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;10
9500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
13000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
13200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
14600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
14700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;2
14900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
16600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
17200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
18700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
19300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
19300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
20900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
21500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
23100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
23300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
23700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;2
25300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
25900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
26300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;9
26500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
27800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
29700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;4
32500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
34900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
35900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
44700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
46700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
47100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
47600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
50300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
51700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;2
52800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
53400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;2
55400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
55900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
56500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
57200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
57700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
60200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;4
62000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;3
62400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
63900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;6
64200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;8
69900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
70400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;3
70800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;6
71300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
72500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;2
72600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
73700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
73800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
74000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
74200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
75700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
76600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
76900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
77300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
78000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;2
80300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
83200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
86400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;4
88400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
89700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;8
90500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
91400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
91900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
92600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
97400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
