run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
1,294.16451456279714,140.10455503711148,2247.876721090701,224.7876721090701,224.7876721090701,449.5753442181402,0.464,-3088.214559048921,-5359.556499868806,-8933.087354630465,4922.166355575866,-14.656941342094967,-477.88912519943307,-281.461505349076,83.55686858308357,-281.461505349076,-702.6767973085032,294.16451456279714,"{""AC"": -115, ""AC_35_P"": 29, ""AC_40_BP"": -37, ""AC_45_KO"": -320, ""AC_50_C"": 36, ""AC_50_CO"": 3, ""AC_50_C_2"": 35, ""AC_50_P_2"": 3, ""AC_60_C"": 36}",-115,-320,-37,3,35,3,29,0,0,0,36,36
2,349.6600474921606,124.20137039538986,3173.994062748472,317.3994062748472,317.3994062748472,634.7988125496944,0.486,-4360.200427109121,-7376.420833461067,-12726.044487240542,6882.568311641076,-86.35999521875152,-740.3900592851196,-463.06971971163114,52.30017456799273,-463.06971971163114,-1057.7894655599669,349.6600474921606,"{""AC"": -140, ""AC_35_P"": 43, ""AC_40_BP"": -50, ""AC_40_P"": 13, ""AC_45_KO"": -270, ""AC_50_C"": 31, ""AC_50_CO"": 11, ""AC_50_C_2"": 23, ""AC_60_C"": 50}",-140,-270,-50,11,23,0,43,13,0,0,31,50
3,397.61610923985756,693.0800359356285,5132.169809219143,513.2169809219142,513.2169809219142,1026.4339618438285,0.432,-7944.806809861218,-15419.685361598587,-27798.95271953169,9346.237999814508,-396.86457174626435,-1588.5855932254472,-1050.7134027002824,-127.92847648368195,-1050.7134027002824,-2101.802574147361,397.61610923985756,"{""AC"": -200, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 25, ""AC_50_CO"": 16, ""AC_50_C_2"": 43, ""AC_50_P"": -3, ""AC_60_C"": 50}",-200,-490,-50,16,43,0,50,0,0,-3,25,50
4,18.167990591627806,846.2360639746622,2801.654568430676,280.1654568430676,280.1654568430676,560.3309136861352,0.329,-5162.168652717563,-11290.428922172008,-19974.60893839412,3071.8371990325004,-498.0488746801285,-1272.374172587763,-896.2400357375406,-309.98180625501726,-896.2400357375406,-1552.5396294308307,18.167990591627806,"{""AC"": -75, ""AC_40_BP"": -24, ""AC_40_P"": 4, ""AC_45_KO"": -60, ""AC_45_P"": -5, ""AC_50_CO"": -17, ""AC_50_C_2"": -2, ""AC_50_P_2"": 13, ""AC_60_C"": 22}",-75,-60,-24,-17,-2,13,0,4,-5,0,0,22
5,283.52648504267154,-37.90712901672282,1772.8777956213346,177.28777956213347,177.28777956213347,354.57555912426693,0.513,-2151.6532254134704,-3453.043267477841,-5798.547939136463,4375.64223944287,68.36116250132449,-254.38682131069606,-127.86538855041574,131.62187888146465,-127.86538855041574,-431.6746008728295,283.52648504267154,"{""AC"": -105, ""AC_35_P"": 50, ""AC_40_BP"": -44, ""AC_45_KO"": -240, ""AC_45_P"": -10, ""AC_50_C"": 50, ""AC_50_CO"": -2, ""AC_50_C_2"": 29, ""AC_60_C"": 32}",-105,-240,-44,-2,29,0,50,0,-10,0,50,32
6,141.62328188678134,-156.02715434886818,1005.1376867933539,100.51376867933539,100.51376867933539,201.02753735867077,0.56,-1077.442445681783,-2425.29542286098,-3388.9534196814766,2568.752205263244,33.879037318603025,-127.73732953366442,-70.2499693051538,62.62271743285834,-70.2499693051538,-228.2510982129998,141.62328188678134,"{""AC_35_P"": 9, ""AC_40_BP"": -47, ""AC_40_P"": 15, ""AC_45_KO"": -320, ""AC_45_P"": 12, ""AC_50_CO"": 3, ""AC_50_C_2"": -10, ""AC_50_P"": 46}",0,-320,-47,3,-10,0,9,15,12,46,0,0
7,194.3253889072162,-70.55006482964397,1908.073447928384,190.8073447928384,190.8073447928384,381.6146895856768,0.524,-2542.803155716823,-4645.567955544418,-7728.900315907766,4411.766651101485,-59.954926664466115,-441.37540002198955,-282.4987568467264,19.48339492316544,-282.4987568467264,-632.182744814828,194.3253889072162,"{""AC"": -30, ""AC_35_P"": 47, ""AC_40_BP"": -20, ""AC_40_P"": 27, ""AC_45_KO"": -210, ""AC_50_C"": -11, ""AC_50_CO"": 16, ""AC_50_P"": 2, ""AC_50_P_2"": 18}",-30,-210,-20,16,0,18,47,27,0,2,-11,0
8,282.93830958750704,769.1371903490915,4615.775734743072,461.57757347430714,461.57757347430714,923.1551469486143,0.426,-7260.806245675343,-14902.806991570867,-26684.989658618564,7803.956676656562,-443.1423149800274,-1532.2632518313287,-1036.9714140009478,-195.49639606483697,-1036.9714140009478,-1993.840825305636,282.93830958750704,"{""AC"": -180, ""AC_35_P"": 27, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 46, ""AC_50_CO"": 7, ""AC_50_C_2"": 22, ""AC_50_P"": -2, ""AC_60_C"": 28}",-180,-490,-50,7,22,0,27,0,0,-2,46,28
9,-273.0208899543883,-52.538264039276214,1490.8841245325261,149.0884124532526,149.0884124532526,298.1768249065052,0.522,-2138.8792077699213,-6215.80298350923,-12350.508850532187,1363.9205069483878,-486.9088107313804,-807.7406918968686,-668.3969773465028,-417.2369534561975,-668.3969773465028,-956.8291043501213,-273.0208899543883,"{""AC"": 35, ""AC_40_BP"": -7, ""AC_40_P"": -35, ""AC_45_KO"": -180, ""AC_45_P"": -10, ""AC_50_C"": -38, ""AC_50_CO"": -4, ""AC_50_C_2"": -10, ""AC_60_C"": -39}",35,-180,-7,-4,-10,0,0,-35,-10,0,-38,-39
10,22.4206040262245,-678.010560270078,2106.495518206624,210.64955182066242,210.64955182066242,421.29910364132485,0.636,-1725.393427593307,-1880.5965249625194,-1967.3732091022007,14445.931526379209,-150.1187387331062,-408.92775287210225,-341.7131860231027,-116.51145530860646,-341.7131860231027,-619.5773046927646,22.4206040262245,"{""AC"": 30, ""AC_35_P"": 40, ""AC_40_BP"": 1, ""AC_45_KO"": -10, ""AC_45_P"": -50, ""AC_50_CO"": 11, ""AC_50_C_2"": 17, ""AC_50_P"": -4, ""AC_60_C"": 4}",30,-10,1,11,17,0,40,0,-50,-4,0,4
