mode,step_index,day,timestamp,product,submitted_orders,fills,pending_orders_next_step,position,cash,mid_price,microprice,spread,imbalance,source_mode,access_added_levels,signal_proxy,toxicity_bucket,agreement_state,product_pnl
access,0,-1,0,ASH_COATED_OSMIUM,4,0,4,0,0.0,9991.0,9993.1176,18.0,0.235294,public,0,2.1176,high,agree,0.0
access,0,-1,0,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11001.5,10997.9706,15.0,-0.470588,access,1,3.5294,high,agree,0.0
access,1,-1,100,ASH_COATED_OSMIUM,4,0,4,0,0.0,9992.0,9992.0,16.0,0.0,public,0,0.0,low,neutral,0.0
access,1,-1,100,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11000.0,11000.0,12.0,0.0,access,1,0.0,low,neutral,0.0
access,2,-1,200,ASH_COATED_OSMIUM,4,0,4,0,0.0,9992.5,9992.7586,15.0,0.034483,access,1,0.2586,low,agree,0.0
access,2,-1,200,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,10999.5,11000.4286,13.0,0.142857,access,1,0.9286,high,agree,0.0
access,3,-1,300,ASH_COATED_OSMIUM,4,0,4,0,0.0,9992.5,9992.5,21.0,0.0,access,1,0.0,low,neutral,0.0
access,3,-1,300,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11001.5,10997.871,15.0,-0.483871,access,1,3.629,high,agree,0.0
access,4,-1,400,ASH_COATED_OSMIUM,4,0,4,0,0.0,9998.0,9997.4,6.0,-0.2,public,0,0.6,medium,agree,0.0
access,4,-1,400,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11000.0,11000.0,12.0,0.0,public,0,0.0,low,neutral,0.0
access,5,-1,500,ASH_COATED_OSMIUM,4,0,4,0,0.0,9993.5,9996.5405,15.0,0.405405,access,1,3.0405,high,agree,0.0
access,5,-1,500,INTARIAN_PEPPER_ROOT,0,0,0,0,0.0,11009.0,11009.0,0.0,0.0,public,0,0.0,low,neutral,0.0
access,6,-1,600,ASH_COATED_OSMIUM,4,0,4,0,0.0,9993.5,9992.9643,15.0,-0.071429,access,1,0.5357,medium,agree,0.0
access,6,-1,600,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11000.5,10998.5588,11.0,-0.352941,access,1,1.9412,high,agree,0.0
access,7,-1,700,ASH_COATED_OSMIUM,4,0,4,0,0.0,9993.0,9993.0,16.0,0.0,public,0,0.0,low,neutral,0.0
access,7,-1,700,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11001.0,11001.0,12.0,0.0,access,1,0.0,low,neutral,0.0
access,8,-1,800,ASH_COATED_OSMIUM,4,0,4,0,0.0,9995.0,9994.0816,18.0,-0.102041,access,1,0.9184,high,agree,0.0
access,8,-1,800,INTARIAN_PEPPER_ROOT,2,0,2,0,0.0,11001.0,11001.0,12.0,0.0,public,0,0.0,low,neutral,0.0
