run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,positions
209583,358.6963783626907,49.67709334470433,1534.0762664799913,153.40762664799914,153.40762664799914,306.8152532959983,0.4865125,-1185.9945601909726,-3606.1801657735846,-6395.400098511562,21392.70170317176,240.09692234359346,62.19773831494757,104.09338101004526,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": 50, ""AC_45_KO"": -500, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
209582,369.740381420396,58.86422590076273,1552.8459551319036,155.28459551319037,155.28459551319037,310.56919102638074,0.4844375,-1265.9913713389433,-3484.223153847671,-6272.900098511562,21265.20170317176,243.14124428650166,53.24253858566016,102.19937796295932,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -500, ""AC_45_P"": 50, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
220095,356.34747826196195,32.70394132005217,1494.303543031701,149.4303543031701,149.4303543031701,298.8607086063402,0.491375,-1201.0135300677748,-2901.193387198013,-5164.55167714768,21373.95170317176,236.24612525518447,56.09409574501825,101.48027160021068,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": 50, ""AC_45_KO"": -375, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
220094,367.3914813196672,41.04310626386422,1514.4206257391054,151.44206257391053,151.44206257391053,302.88412514782107,0.4891125,-1278.6197743307757,-2794.346812499225,-5042.05167714768,21246.45170317176,239.52950388658962,47.736537736973276,99.87748388309559,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -375, ""AC_45_P"": 50, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
230607,353.9985781612333,15.28171407969532,1461.4338314103052,146.1433831410305,146.1433831410305,292.286766282061,0.4960125,-1212.9543534525756,-2235.09642708131,-3933.703255783798,21355.20170317176,232.70314281597575,50.75998979808941,98.98373357283172,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": 50, ""AC_45_KO"": -250, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
230606,365.04258121893855,24.08850446661029,1482.8694414857086,148.28694414857085,148.28694414857085,296.5738882971417,0.49395,-1288.0742732504666,-2126.22163523185,-3811.203255783798,21227.70170317176,236.2351538938919,43.0240129063219,97.68796815708313,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -250, ""AC_45_P"": 50, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
241119,351.6496780605046,-0.5913489981775015,1435.9412543686167,143.59412543686167,143.59412543686167,287.18825087372335,0.5001375,-1218.2154314679408,-1670.5876949736642,-2702.8548344199153,21336.45170317176,229.8281349137105,47.09582019351939,97.12030062188263,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": 50, ""AC_45_KO"": -125, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
209572,381.2362437193449,87.84967835539126,1597.7732378395172,159.77732378395172,159.77732378395172,319.55464756790343,0.47845,-1362.7868269586768,-3549.136482319046,-6133.060729966009,21155.20170317176,244.9575610234772,40.53953697967569,96.9295577835675,"{""AC_40_BP"": -50, ""AC_40_P"": 50, ""AC_45_KO"": -500, ""AC_45_P"": 50, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
241118,362.6936811182098,9.128135983903803,1458.6385456492822,145.8638545649282,145.8638545649282,291.7277091298564,0.4976375,-1290.6942682151207,-1564.3689927784362,-2580.3548344199153,21208.95170317176,233.6242542966977,40.020114064429606,96.15761360347759,"{""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -125, ""AC_45_P"": 50, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
212211,364.0495033626907,52.86763004363593,1560.3784914340572,156.0378491434057,156.0378491434057,312.0756982868114,0.4862875,-1268.9668287463082,-3557.3783787152265,-6270.400098511562,21267.70170317176,237.1528204880599,46.80779617611364,95.68555447904163,"{""AC_35_P"": 50, ""AC_40_BP"": -25, ""AC_40_P"": 50, ""AC_45_KO"": -500, ""AC_50_C_2"": 50, ""AC_50_P_2"": 50}"
