timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;10
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;9
400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;11
500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11006;8
900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11007;10
1300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11007;12
2200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11008;11
2800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;10
3000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10999;8
4000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11010;1
5200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
6100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;4
6200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
7500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
9000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;10
9500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
13000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
13200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
14600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
14900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
16600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
17200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
18700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
19300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
20900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
21500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
23100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
23300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
23700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;2
25300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
25900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
26300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;9
26500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;4
29700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;4
32500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
34900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
35900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
39900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;2
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
44700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
46700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
47600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
50300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
51700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;2
52800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
53100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
53400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;2
54200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
55400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
55900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
56500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
57200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
60200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;4
62000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;3
62400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
64200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
69900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
70800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;4
71300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
72600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
73700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
74000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
74200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
75700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
76600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
76900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
77300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
78000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;2
80300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
83200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
88400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
89700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;8
91400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
92600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
97400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
98200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;9
100500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
101100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;2
101800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
101900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
102000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;2
103000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;5
104800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
