product,mark,side,events,qty,avg_qty,edge_vs_mid,side_midchg_100,trade_markout_100,follow_cross_to_mid_100,hit_side_midchg_100,side_midchg_500,trade_markout_500,follow_cross_to_mid_500,hit_side_midchg_500,side_midchg_1000,trade_markout_1000,follow_cross_to_mid_1000,hit_side_midchg_1000,side_midchg_2000,trade_markout_2000,follow_cross_to_mid_2000,hit_side_midchg_2000,side_midchg_5000,trade_markout_5000,follow_cross_to_mid_5000,hit_side_midchg_5000,side_midchg_10000,trade_markout_10000,follow_cross_to_mid_10000,hit_side_midchg_10000
VELVETFRUIT_EXTRACT,Mark 67,BUY,165,1510,9.151515151515152,-0.796969696969697,1.9696969696969697,1.1727272727272726,-2.5787878787878786,0.9575757575757575,1.9454545454545455,1.1484848484848484,-2.603030303030303,0.8303030303030303,2.242424242424242,1.4454545454545455,-2.306060606060606,0.7575757575757576,1.8454545454545455,1.0484848484848486,-2.703030303030303,0.6484848484848484,1.9181818181818182,1.121212121212121,-2.6303030303030304,0.5878787878787879,1.478658536585366,0.6798780487804879,-3.082317073170732,0.5393939393939394
VELVETFRUIT_EXTRACT,Mark 22,BUY,25,146,5.84,0.88,-0.34,0.54,-2.46,0.28,-0.4,0.48,-2.52,0.4,0.5,1.38,-1.62,0.52,1.14,2.02,-0.98,0.6,0.16,1.04,-1.96,0.52,2.2,3.08,0.08,0.52
VELVETFRUIT_EXTRACT,Mark 01,SELL,244,1375,5.635245901639344,2.6864754098360657,0.21106557377049182,2.8975409836065573,-2.5204918032786887,0.46311475409836067,0.0020491803278688526,2.6885245901639343,-2.7295081967213113,0.47950819672131145,0.3135245901639344,3.0,-2.418032786885246,0.5122950819672131,-0.006147540983606557,2.680327868852459,-2.737704918032787,0.48360655737704916,0.375,3.0614754098360657,-2.3565573770491803,0.5040983606557377,0.17418032786885246,2.860655737704918,-2.557377049180328,0.5163934426229508
VELVETFRUIT_EXTRACT,Mark 01,BUY,260,1417,5.45,2.601923076923077,0.2326923076923077,2.8346153846153848,-2.5,0.46923076923076923,0.2903846153846154,2.8923076923076922,-2.4423076923076925,0.5,0.23461538461538461,2.8365384615384617,-2.498076923076923,0.47307692307692306,0.0057692307692307696,2.6076923076923078,-2.726923076923077,0.45384615384615384,-0.1346153846153846,2.4673076923076924,-2.8673076923076923,0.46153846153846156,-0.6346153846153846,1.9673076923076922,-3.3673076923076923,0.4653846153846154
VELVETFRUIT_EXTRACT,Mark 55,SELL,600,3297,5.495,-2.4683333333333333,0.035833333333333335,-2.4325,-2.4908333333333332,0.3883333333333333,-0.051666666666666666,-2.52,-2.578333333333333,0.41833333333333333,0.04083333333333333,-2.4275,-2.4858333333333333,0.49166666666666664,0.10583333333333333,-2.3625,-2.4208333333333334,0.48833333333333334,0.3944723618090452,-2.073701842546064,-2.134003350083752,0.5233333333333333,0.9184873949579831,-1.5495798319327732,-1.611764705882353,0.5383333333333333
VELVETFRUIT_EXTRACT,Mark 55,BUY,598,3254,5.441471571906354,-2.4949832775919734,0.010033444816053512,-2.4849498327759196,-2.5250836120401337,0.38461538461538464,0.19899665551839466,-2.2959866220735785,-2.3361204013377925,0.46488294314381273,0.01254180602006689,-2.4824414715719065,-2.5225752508361206,0.45819397993311034,0.4088628762541806,-2.0861204013377925,-2.1262541806020065,0.5100334448160535,0.38674496644295303,-2.1082214765100673,-2.1518456375838926,0.5033444816053512,0.5310924369747899,-1.9638655462184873,-2.0092436974789916,0.49665551839464883
VELVETFRUIT_EXTRACT,Mark 14,SELL,331,1763,5.326283987915408,2.4622356495468276,-0.07250755287009064,2.389728096676737,-2.5317220543806647,0.3293051359516616,-0.26132930513595165,2.200906344410876,-2.7205438066465257,0.36253776435045315,-0.16767371601208458,2.294561933534743,-2.6268882175226587,0.4078549848942598,-0.5755287009063444,1.8867069486404835,-3.0347432024169185,0.39274924471299094,-0.8206686930091185,1.641337386018237,-3.2735562310030395,0.44108761329305135,-1.0975609756097562,1.3643292682926829,-3.5472560975609757,0.44410876132930516
VELVETFRUIT_EXTRACT,Mark 14,BUY,316,1761,5.572784810126582,2.430379746835443,-0.18670886075949367,2.2436708860759493,-2.4841772151898733,0.28164556962025317,-0.03322784810126582,2.3971518987341773,-2.3306962025316458,0.41455696202531644,-0.254746835443038,2.175632911392405,-2.5522151898734178,0.39556962025316456,-0.23734177215189872,2.1930379746835444,-2.5348101265822787,0.4177215189873418,-0.5303514376996805,1.8993610223642172,-2.8226837060702876,0.4272151898734177,-1.2620578778135048,1.167202572347267,-3.5562700964630225,0.4050632911392405
VELVETFRUIT_EXTRACT,Mark 22,SELL,101,697,6.900990099009901,0.7079207920792079,-1.504950495049505,-0.7970297029702971,-2.51980198019802,0.1188118811881188,-1.5445544554455446,-0.8366336633663366,-2.5594059405940595,0.1782178217821782,-1.5594059405940595,-0.8514851485148515,-2.5742574257425743,0.27722772277227725,-1.4653465346534653,-0.7574257425742574,-2.48019801980198,0.33663366336633666,-1.8712871287128714,-1.1633663366336633,-2.886138613861386,0.37623762376237624,-0.385,0.35,-1.36,0.5148514851485149
VELVETFRUIT_EXTRACT,Mark 49,BUY,17,115,6.764705882352941,1.5,-1.2647058823529411,0.23529411764705882,-2.411764705882353,0.11764705882352941,-1.8235294117647058,-0.3235294117647059,-2.9705882352941178,0.17647058823529413,-1.9705882352941178,-0.47058823529411764,-3.1176470588235294,0.35294117647058826,-2.2941176470588234,-0.7941176470588235,-3.4411764705882355,0.47058823529411764,-0.5588235294117647,0.9411764705882353,-1.7058823529411764,0.35294117647058826,-3.8125,-2.34375,-5.03125,0.17647058823529413
