timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;10
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
1000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;11
1800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12008;10
2600;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12009;9
3400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12010;9
3600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
3800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;2
6300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
7000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
7100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;3
7800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
8600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
9300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
9700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
12500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
17500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
17700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
18200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
21400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
21600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
22000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
23200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
23600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
23600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
24100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
24600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
30100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
31200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
31500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
33300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
33800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
35100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
37300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
38800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
40500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
41100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
41900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
43200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
46300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
50900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
51000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
52500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
53700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
56500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;2
58200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
59500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
60800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
61000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
61800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
62200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
62300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
62800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
63300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
64200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
65300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
67300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;4
68000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
70300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
70700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
71300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;10
72900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
78300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
78400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
79400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;4
79600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
81400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;2
85400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
86800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
86800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;10
89000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
89200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
92000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
97200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;2
97500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
97600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
101100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;3
102000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
111300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
112200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
113900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
116600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
116900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
120700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
120800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
132200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
132300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
134100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
137400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
139000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;7
