run_id,mean,median,std,score_std_100,score_std_100_sims,mean_ci95_100_sims,p_loss,p05,p01,worst,best,score_p05_10,score_p05_25,score,score_aggressive,score_balanced,score_safe,score_mean_only,positions,AC,AC_45_KO,AC_40_BP,AC_50_CO,AC_50_C_2,AC_50_P_2,AC_35_P,AC_40_P,AC_45_P,AC_50_P,AC_50_C,AC_60_C
1,273.66591898989816,119.8567138297505,2340.2294628106533,234.02294628106534,234.02294628106534,468.0458925621307,0.468,-3348.996721123117,-5359.556499868806,-8793.367063035774,4922.166355575866,-61.23375312241353,-563.5832612908811,-345.695062319102,47.71034636347598,-345.695062319102,-797.6062075719465,273.66591898989816,"{""AC"": -115, ""AC_35_P"": 29, ""AC_40_BP"": -37, ""AC_45_KO"": -320, ""AC_50_C"": 36, ""AC_50_CO"": 3, ""AC_50_C_2"": 35, ""AC_50_P_2"": 3, ""AC_60_C"": 36}",-115,-320,-37,3,35,3,29,0,0,0,36,36
2,327.48294862319267,70.52004747407446,3300.2310193464405,330.02310193464405,330.02310193464405,660.0462038692881,0.492,-4943.277009767674,-7381.131837227753,-12726.044487240542,6882.568311641076,-166.84475235357473,-908.3363038187258,-579.0201538092804,-2.1866773488520437,-579.0201538092804,-1238.3594057533699,327.48294862319267,"{""AC"": -140, ""AC_35_P"": 43, ""AC_40_BP"": -50, ""AC_40_P"": 13, ""AC_45_KO"": -270, ""AC_50_C"": 31, ""AC_50_CO"": 11, ""AC_50_C_2"": 23, ""AC_60_C"": 50}",-140,-270,-50,11,23,0,43,13,0,0,31,50
3,310.9602353556794,622.4421888406348,5375.96417483714,537.5964174837139,537.5964174837139,1075.1928349674279,0.446,-9321.464664289117,-15435.155853926848,-27798.95271953169,9346.237999814508,-621.1862310732323,-2019.4059307165999,-1356.057673029545,-289.51210222970496,-1356.057673029545,-2557.002348200314,310.9602353556794,"{""AC"": -200, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 25, ""AC_50_CO"": 16, ""AC_50_C_2"": 43, ""AC_50_P"": -3, ""AC_60_C"": 50}",-200,-490,-50,16,43,0,50,0,0,-3,25,50
4,-65.2859375566161,849.0110938887503,2955.4610548470214,295.54610548470214,295.54610548470214,591.0922109694043,0.342,-6264.404641899876,-10803.761386133323,-19974.60893839412,3071.8371990325004,-691.7264017466038,-1631.387098031585,-1152.7196865839485,-452.39269602278546,-1152.7196865839485,-1926.9332035162872,-65.2859375566161,"{""AC"": -75, ""AC_40_BP"": -24, ""AC_40_P"": 4, ""AC_45_KO"": -60, ""AC_45_P"": -5, ""AC_50_CO"": -17, ""AC_50_C_2"": -2, ""AC_50_P_2"": 13, ""AC_60_C"": 22}",-75,-60,-24,-17,-2,13,0,4,-5,0,0,22
5,281.6878205067225,-64.54639626292149,1838.0255243661566,183.80255243661566,183.80255243661566,367.6051048732313,0.518,-2272.8187424385164,-3530.059591423891,-5120.170624925114,4375.64223944287,54.405946262870856,-286.5168651029066,-151.1362670773628,122.09624527564276,-151.1362670773628,-470.31941753952225,281.6878205067225,"{""AC"": -105, ""AC_35_P"": 50, ""AC_40_BP"": -44, ""AC_45_KO"": -240, ""AC_45_P"": -10, ""AC_50_C"": 50, ""AC_50_CO"": -2, ""AC_50_C_2"": 29, ""AC_60_C"": 32}",-105,-240,-44,-2,29,0,50,0,-10,0,50,32
6,150.9600845608304,-179.92110298671963,1043.189369970906,104.3189369970906,104.3189369970906,208.6378739941812,0.558,-1137.0265247640557,-2601.840577311463,-3388.9534196814766,2568.752205263244,37.257432084424835,-133.2965466301835,-71.75336265232323,68.02902407335498,-71.75336265232323,-237.6154836272741,150.9600845608304,"{""AC_35_P"": 9, ""AC_40_BP"": -47, ""AC_40_P"": 15, ""AC_45_KO"": -320, ""AC_45_P"": 12, ""AC_50_CO"": 3, ""AC_50_C_2"": -10, ""AC_50_P"": 46}",0,-320,-47,3,-10,0,9,15,12,46,0,0
7,186.87446391245385,-77.20784871288588,1987.692504327804,198.7692504327804,198.7692504327804,397.5385008655608,0.524,-2928.69885207619,-4513.86338438866,-7728.900315907766,4411.766651101485,-105.99542129516516,-545.3002491065937,-351.8149891153649,-9.252791299550758,-351.8149891153649,-744.0694995393741,186.87446391245385,"{""AC"": -30, ""AC_35_P"": 47, ""AC_40_BP"": -20, ""AC_40_P"": 27, ""AC_45_KO"": -210, ""AC_50_C"": -11, ""AC_50_CO"": 16, ""AC_50_P"": 2, ""AC_50_P_2"": 18}",-30,-210,-20,16,0,18,47,27,0,2,-11,0
8,192.43343785300337,711.452397097878,4841.199148500488,484.1199148500488,484.1199148500488,968.2398297000976,0.436,-8310.82917710275,-15023.415680750886,-26684.989658618564,7803.956676656562,-638.6494798572717,-1885.2738564226843,-1296.2508961374335,-344.13799971464636,-1296.2508961374335,-2369.393771272733,192.43343785300337,"{""AC"": -180, ""AC_35_P"": 27, ""AC_40_BP"": -50, ""AC_45_KO"": -490, ""AC_50_C"": 46, ""AC_50_CO"": 7, ""AC_50_C_2"": 22, ""AC_50_P"": -2, ""AC_60_C"": 28}",-180,-490,-50,7,22,0,27,0,0,-2,46,28
9,-354.13376027164423,-145.4729382740752,1550.345319993031,155.03453199930308,155.03453199930308,310.06906399860617,0.54,-2827.214478561121,-5908.114747544845,-12350.508850532187,1363.9205069483878,-636.8552081277563,-1060.9373799119244,-855.7331980554638,-534.2531171995261,-855.7331980554638,-1215.9719119112274,-354.13376027164423,"{""AC"": 35, ""AC_40_BP"": -7, ""AC_40_P"": -35, ""AC_45_KO"": -180, ""AC_45_P"": -10, ""AC_50_C"": -38, ""AC_50_CO"": -4, ""AC_50_C_2"": -10, ""AC_60_C"": -39}",35,-180,-7,-4,-10,0,0,-35,-10,0,-38,-39
10,79.31351149673478,-711.69226893265,2206.8753054324116,220.68753054324117,220.68753054324117,441.37506108648233,0.63,-1766.031607309731,-1874.5473031166948,-1967.3732091022007,14445.931526379209,-97.28964923423834,-362.19439033069796,-295.93499487134545,-64.15995150456207,-295.93499487134545,-582.8819208739392,79.31351149673478,"{""AC"": 30, ""AC_35_P"": 40, ""AC_40_BP"": 1, ""AC_45_KO"": -10, ""AC_45_P"": -50, ""AC_50_CO"": 11, ""AC_50_C_2"": 17, ""AC_50_P"": -4, ""AC_60_C"": 4}",30,-10,1,11,17,0,40,0,-50,-4,0,4
