candidate_id,avg_official_mean,avg_official_std,avg_official_p05,avg_official_p01,avg_official_prob_loss,worst_official_score,final_score,search_score,search_mean,search_official_p05_hat,search_official_p01_hat,positions
1,206.69739266775144,71.19925355201087,100.0900777517557,66.89412565185343,0.0033333333333333335,-3.1745546596451533,236.55774932661149,380.4763364027693,211.26269539945642,118.62567275291092,80.24438643862973,"{""AC"": -70, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": -50, ""AC_45_KO"": -300, ""AC_45_P"": -40, ""AC_50_C"": 37, ""AC_50_CO"": -18, ""AC_50_C_2"": 46, ""AC_50_P"": -10, ""AC_50_P_2"": 48, ""AC_60_C"": 22}"
6,204.71406143614297,65.31030608288131,97.30806302670264,65.4396081682353,0.0,10.357598459025153,233.90648034415375,324.41757222499683,203.24084443669608,94.895105690695,50.0053985202795,"{""AC"": -60, ""AC_35_P"": 48, ""AC_40_BP"": -50, ""AC_40_P"": -50, ""AC_45_KO"": -180, ""AC_45_P"": -40, ""AC_50_C"": 38, ""AC_50_CO"": -20, ""AC_50_C_2"": 42, ""AC_50_P"": -25, ""AC_50_P_2"": 46, ""AC_60_C"": 26}"
10,210.20374886705397,89.21833572146316,74.23900309845548,13.652403658146744,0.0,3.339672379672678,232.47544979659062,308.4400493595474,209.05096333268114,85.94060412285425,34.93363293472559,"{""AC"": -65, ""AC_35_P"": 50, ""AC_40_BP"": -45, ""AC_40_P"": -50, ""AC_45_KO"": -250, ""AC_45_P"": 15, ""AC_50_C"": 36, ""AC_50_CO"": -20, ""AC_50_C_2"": 46, ""AC_50_P"": -25, ""AC_50_P_2"": 46, ""AC_60_C"": 21}"
4,204.05076302027948,80.44598913886622,78.1815497761277,46.06693496022174,0.0,25.73928462939341,227.50522795311778,329.9506653052334,200.00177256410885,98.32812798408871,56.20279675305804,"{""AC"": -65, ""AC_35_P"": 50, ""AC_40_BP"": -50, ""AC_40_P"": -40, ""AC_45_KO"": -250, ""AC_45_P"": -50, ""AC_50_C"": 40, ""AC_50_CO"": -20, ""AC_50_C_2"": 44, ""AC_50_P"": -5, ""AC_50_P_2"": 44, ""AC_60_C"": 25}"
0,192.139703216406,49.03415665047681,115.17715929070472,94.60964136191639,0.0,50.9648778755925,226.69285100361742,381.8978353268482,192.27285765060398,124.42125280321893,96.30903807382998,"{""AC"": -70, ""AC_35_P"": 37, ""AC_40_BP"": -45, ""AC_40_P"": -50, ""AC_45_KO"": -180, ""AC_45_P"": -30, ""AC_50_C"": 36, ""AC_50_CO"": -16, ""AC_50_C_2"": 36, ""AC_50_P"": -25, ""AC_50_P_2"": 48, ""AC_60_C"": 29}"
15,201.13781657596675,76.93767746099398,84.68786127630685,49.838530283132414,0.0,25.033203601079858,226.5441749588588,300.4212039997749,192.28748257875108,86.77190733822958,43.05479091735165,"{""AC"": -65, ""AC_35_P"": 50, ""AC_40_BP"": -40, ""AC_40_P"": -40, ""AC_45_KO"": -260, ""AC_45_P"": -40, ""AC_50_C"": 45, ""AC_50_CO"": -20, ""AC_50_C_2"": 42, ""AC_50_P"": -25, ""AC_50_P_2"": 44, ""AC_60_C"": 23}"
2,202.20924598313596,78.68824348240061,79.60098781291143,45.174051769847466,0.0033333333333333335,-31.067238351460855,225.92287566034273,349.735035069388,209.81408582365214,104.81399471607506,61.310453208679576,"{""AC"": -60, ""AC_35_P"": 50, ""AC_40_BP"": -45, ""AC_40_P"": -50, ""AC_45_KO"": -230, ""AC_45_P"": -10, ""AC_50_C"": 38, ""AC_50_CO"": -20, ""AC_50_C_2"": 44, ""AC_50_P"": -25, ""AC_50_P_2"": 48, ""AC_60_C"": 22}"
9,202.07995545577904,78.05199197753781,75.917984333104,13.79477983943389,0.0,5.230143872359125,224.85535075571025,312.28078661307455,205.40311121614323,88.70231087415375,40.35094224131598,"{""AC"": -70, ""AC_35_P"": 50, ""AC_40_BP"": -45, ""AC_40_P"": -40, ""AC_45_KO"": -270, ""AC_45_P"": -30, ""AC_50_C"": 36, ""AC_50_CO"": -14, ""AC_50_C_2"": 42, ""AC_50_P"": -15, ""AC_50_P_2"": 50, ""AC_60_C"": 26}"
3,200.58339670114583,73.84759258829584,76.67428107932068,36.576351997780016,0.0,6.9970195172837375,223.58568102494203,337.8020166532771,200.58470111480415,101.79801432279152,60.86880479637929,"{""AC"": -60, ""AC_35_P"": 42, ""AC_40_BP"": -50, ""AC_40_P"": -50, ""AC_45_KO"": -260, ""AC_45_P"": -30, ""AC_50_C"": 41, ""AC_50_CO"": -20, ""AC_50_C_2"": 38, ""AC_50_P"": -5, ""AC_50_P_2"": 50, ""AC_60_C"": 23}"
7,197.1552651361431,75.26524999768121,75.49180867357207,28.41222413363993,0.006666666666666667,-5.973463052054081,219.46947440488137,322.26117159083805,205.40451367014296,93.31325926140352,46.87171347464248,"{""AC"": -65, ""AC_35_P"": 45, ""AC_40_BP"": -50, ""AC_40_P"": -40, ""AC_45_KO"": -250, ""AC_45_P"": -35, ""AC_50_C"": 43, ""AC_50_CO"": -20, ""AC_50_C_2"": 40, ""AC_50_P"": 5, ""AC_50_P_2"": 50, ""AC_60_C"": 20}"
16,197.99715102728052,88.09625961977606,66.16514625108204,28.271622855550483,0.0033333333333333335,-24.026526881896807,217.68002823593847,298.03615135097635,196.08691479498324,84.64176505608462,38.467912763929654,"{""AC"": -60, ""AC_35_P"": 40, ""AC_40_BP"": -50, ""AC_40_P"": -50, ""AC_45_KO"": -260, ""AC_45_P"": -5, ""AC_50_C"": 47, ""AC_50_CO"": -20, ""AC_50_C_2"": 38, ""AC_50_P"": -25, ""AC_50_P_2"": 48, ""AC_60_C"": 21}"
